Suburb,Date,Number of Sales,Price
EASTGARDENS (2036) (House),Oct '21 - Sep '22,9  ,2000000  
FIVE DOCK (2046) (House),Oct '21 - Sep '22,61  ,269000000 
GLENHAVEN (2156) (House),Oct '21 - Sep '22,82  ,229000000 
ILLAWONG (2234) (House),Oct '21 - Sep '22,71  ,173000000 
KINGSGROVE (2208) (House),Oct '21 - Sep '22,94  ,165000000 
LANE COVE (2066) (House),Oct '21 - Sep '22,57  ,3000000 
MALABAR (2036) (House),Oct '21 - Sep '22,19  ,355000000  
MATRAVILLE (2036) (House),Oct '21 - Sep '22,60  ,255000000  
MIRANDA (2228) (House),Oct '21 - Sep '22,126  ,176000000 
NEUTRAL BAY (2089) (House),Oct '21 - Sep '22,34  ,315000000  
OATLEY (2223) (House),Oct '21 - Sep '22,78  ,215000000  
PARRAMATTA (2150) (House),Oct '21 - Sep '22,36  ,15000000 
POTTS POINT (2011) (House),Oct '21 - Sep '22,8  ,422000000 
QUEENS PARK (2022) (House),Oct '21 - Sep '22,23  ,42000000  
RIVERVIEW (2066) (House),Oct '21 - Sep '22,35  ,$366.00
ROSEVILLE (2069) (House),Oct '21 - Sep '22,73  ,38000000  
SANS SOUCI (2219) (House),Oct '21 - Sep '22,77  ,218000000  
ST MARYS (2760) (House),Oct '21 - Sep '22,108  ,880000  
SUTHERLAND (2232) (House),Oct '21 - Sep '22,37  ,149000000  
TAREN POINT (2229) (House),Oct '21 - Sep '22,18  ,24000000  
VAUCLUSE (2030) (House),Oct '21 - Sep '22,58  ,89000000  
WATERLOO (2017) (House),Oct '21 - Sep '22,10  ,132000000  
WINDSOR (2756) (House),Oct '21 - Sep '22,36  ,954000  
WINDSOR (2756) (House),Oct '21 - Sep '22,36  ,954000  
ZETLAND (2017) (House),Oct '21 - Sep '22,15  ,19000000  
AMBARVALE (2560) (House),Oct '21 - Sep '22,83  ,770000  
ARNCLIFFE (2205) (House),Oct '21 - Sep '22,52  ,155000000 
